Artist;Genre
Sango, Jared Jackson;Deeper
2Pac, Roger Troutman, Dr. Dre;Hip-Hop
2Pac, Dr. Dre, Roger Troutman;Hip-Hop
Steve Forest, Te Pai;Tech-House
Key Tronics Ensemble;Deeper
Diddy, Mase;RnB
Liisi Koikson;Eesti-S
Boys Town Gang;Disco
Anchorsong;Ambient
Addison Groove;Folamour
Simen Sez, NanaBcool;Neo-Soul
DJ Pingusso;Beats
O.T. Genasis;Hip-Hop
C. Da Afro;Nu-Disco
AB DEGIL MOPSTUV - Rarities & discoveries;Folamour
Hugh Hardie;Drum&Bass
Claudya;Brazil
Dudley Perkins;Hip-Hop
JEND;House
K Camp;RnB
Chali 2na;Hip-Hop
Fred Everything, Shur-I-Kan;Deeper
Shur-I-Kan, Fred Everything;Deeper
DJ Spinna, Tricia Angus;Beats
Chase & Status, Moko;Drum&Bass
ESG;Disco
Charo, The Salsoul Orchestra;Disco
Rochelle Jordan;Neo-Soul
Kardinal Offishall, Akon;RnB
Gorillaz;Electronic
U96;Trance
Shanti Celeste;Deeper
Beyoncé, JAY Z;RnB
DJ Center, Akoya Afrobeat;Prechill
Diany Dior;BPM Supreme
Christina Aguilera, Redman;RnB
Orlando Julius;Disco
Superflat;Nu-Disco
DJ Mustard & Travis Scott;BPM Supreme
Maurice Mc Gee;Disco
Myron & E;Prechill
Redshape;Folamour
Soledrifter, Tommie Cotton;Prechill
EMJIE;House
The Vision, Dames Brown;Folamour
Drake ft Rihanna;BPM Supreme
Greg Henderson;Folamour
Mall Grab, Flansie, Sunnysoposted;House
DUCKWRTH ft Channel Tres;BPM Supreme
Lady;Folamour
Palms Trax;Deeper
Klap, Maffalda;Reggaeton
Calibre;Drum&Bass
Santana;Retro
New World;Retro
Bad Colours, Jarv Dee;Neo-Soul
George Cynnamon;Folamour
Deorro, Chris Brown;EDM
Basement Jaxx, Todd Terry;House
Tony Lionni;House
Masarima, Whodamanny, Mystic Jungle;Prechill
Fred again.., Anderson .Paak & CHIKA;BPM Supreme
Parcels;Folamour
Mochakk, The RAH Band;House
The Internet, KAYTRANADA;Prechill
Beenie Man, Mýa;RnB
B-15 Project, Crissy D & Lady G;Neo-Soul
HalO, maiya;Prechill
Nectax;Drum&Bass
Sarz;Africano
Brazilian Girls;Pop
Giovanni (AR);Tech-House
Janet Jackson, Q-Tip, Joni Mitchell;RnB
Jaydon Lewis;Africano
Tunnelvisions;Pop
Rudimental;Nu-Disco
Are MC;Hip-Hop
L.U.P.O.;Folamour
No Doubt;RnB
Eazy-E;Hip-Hop
Dr. Rhythm;Prechill
Raul Ojamaa, Maris Pihlap;Eesti-S
Homeboy Sandman;Ambient
Hadiya George;Neo-Soul
Andy F;Nu-Disco
Todd Terry, Janika Tenn, Ridney;Nu-Disco
Jax Jones, Mike Dunn, MNEK;House
Les Bisous;Nu-Disco
JVG, Märkä-Simo;Hip-Hop
Nu Shooz;Disco
Mr. Belt & Wezol, Bendah, Limited Life;House
Kevin McKay, Start The Party;Nu-Disco
James Carmichael, Instant Funk;Folamour
Omar-S, AF13;Deeper
Alastair Lane;Folamour
Discotron, Disko Junkie;Folamour
The Wailers;Reggae
Light Of The World;Funk
Bow Wow Wow;Retro
Otis Gayle;Funk
Ferreck Dawn, Robosonic;House
Cat Dealers, Beowülf;Nu-Disco
Bwi-Bwi;House
The Gene Dudley Group;Prechill
Nightwave;Deeper
Trio Porteleki-Tärn-Pärnoja;Eesti-S
Kõrsikud;Eesti-S
DJ Fudge;Afro House
Mentol, From:Ksusha;Afro House
Matt Guy;Progressive
FS Green, Dave Nunes, BenjiFlow;Neo-Soul
The Boogie Man, Sipho Gumede;Prechill
Crazibiza;Nu-Disco
Earth n Days;Nu-Disco
5MIINUST, Genka, Cool D, Vana Yoss, Beebilõust;Eesti-S
Todd Terry, Jocelyn Brown, Martha Wash;House
The Gingerbread Man;Rave
Man Tear;Folamour
Petter, Benjamin Ingrosso;Hip-Hop
Clube do Balanço;Brazil
Gabriele Poso;Prechill
Latyrx;Folamour
Christina Aguilera, Lil' Kim, Mýa, P!nk;RnB
LaBelle;Disco
Gordo, Larry June;Hip-Hop
Bah Samba, The Fatback Band, Phil Asher;Soulful House
Tommy Farrow;Deeper
Champion;Beats
Leon Lowman;Prechill
Vibe Chemistry;Mainstream Dance
Shapeshifters, Tripolism;Afro House
Looptroop Rockers;Hip-Hop
Barker;Ambient
Trujillo;Prechill
Michael Wycoff;Disco
Jamie Jones;House
Zeitverschiebung, TÂCHES;Prechill
Peter $un, Blue Rondo;Hip-Hop
Soul of Hex, Steve Lucas;House
Cloonee;Tech-House
Amine Edge & DANCE, Blaze (Kevin Hedge);House
Blaze;Deeper
Griffith Malo;Neo-Soul
Klypso, Snoop Dogg, War, DoggFace;RnB
Levski;Eesti-S
Bubble Love, Ross from Friends;Deeper
David K, Trip Do, Rolando Faria;Prechill
Duffy;Hip-Hop
Kormak;Tech-House
Roy Davis Jr.;Folamour
Midnight Star;Folamour
Mike Simonetti;Folamour
Michael Giacchino;Utility
Huxley;House
Kola;Neo-Soul
Telex;Retro
Blaze, Barbara Tucker;Soulful House
Capone;Disco
Four Below Zero;Disco
Eminem;90/00s
Zuco 103;Neo-Soul
RM47, MAAD, Raleigh;Neo-Soul
Sandra De Sá;Brazil
Limahl;Retro
Starship Orchestra;Funk
Crazibiza, Ben Willis;Nu-Disco
La Charanga '76, Hansel y Raul;Disco
P1no;Folamour
Kate Boy;Pop
Trio Mocoto;Brazil
Miljardid;Eesti-S
Tmxo;Beats
Diplo, SIDEPIECE;House
City group's band;Folamour
Orbital Drum System, Larse, Overgivelse;Folamour
Tego Calderón, Eddie Dee;Hip-Hop
Lone Tusker;EDM
FS Green, Dave Nunes;Africano
Shirt;Hip-Hop
Dj Pasta;Prechill
Jeijjo & Nupi;Hip-Hop
Fred again.., Anderson .Paak, CHIKA;House
Drinks On Me;House
Wu-Tang Clan, Inspectah Deck, Raekwon, Method Man, Masta Killa, RZA, Ghostface Killah, U-God, Cappadonna, GZA;Hip-Hop
Billy Cobham;Eesti-S
LNR;Soulful House
Express Of Sound;House
Cameo Blush;Beats
Ernesto;Prechill
common, Chantay Savage;Hip-Hop
ADÉ;RnB
Patchworks;Prechill
Post Malone, 21 Savage;Pop
Sam Supplier;House
LEYO, Vlado, The Good Son;Tech-House
Aeroplane, Purple Disco Machine;Folamour
DJ Tunez, D3AN;Africano
Smoke DZA, Curren$y, Girl Talk, Wiz Khalifa, Big K.R.I.T.;RnB
Smoke DZA, Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk;Hip-Hop
DONT BLINK;Tech-House
Thelma Houston;Folamour
Silvano Del Gado, Lisa Buralli, BaronSax;Afro House
SPINALL, Fireboy Dml;Africano
DirtyDisco, Adam Nova;Nu-Disco
Langenberg;Deeper
Bobby Broom;Disco
Dompe;House
Thieves Like Us;Prechill
Kalle Kinos;Hip-Hop
Petals In Sound;Deeper
House of EL, Kieron McIntosh, Sam Knowles, Thomas Seminar Ford, Karma Kid;Prechill
Yolanda Be Cool, Dcup;Mainstream Dance
Lafayette Afro Rock Band;Folamour
Shaun Escoffery;Neo-Soul
Gilligan Moss;Prechill
Erik Skantze;Deeper
Just Jack;Prechill
Koxo;Disco
BBMAK, Artful Dodger;Neo-Soul
Larry June, The Alchemist, Ty Dolla $ign;Hip-Hop
Jitwam, Folamour;Folamour
SQL;Progressive
Frak;Deeper
Pitsa, Reket, kohver, boipepperoni;Eesti-S
Archie James Cavanaugh;Funk
Tiit & Teet;Eesti-S
Fratelli Malibu;Prechill
Mirko, Meex;Nu-Disco
Jackmaster, Skream;House
Giorgio Moroder, Jam & Spoon;Trance
Motez;Nu-Disco
JAY Z, Kanye West, Curtis Mayfield;Hip-Hop
Alex Kassian, Running Hot, Surco's Groove;House
Kasper Koman;Deeper
John Cena, Tha Trademarc, WWE;Hip-Hop
Body Music, Bosq, Xavier Smith;Folamour
Electric Wire Hustle;Prechill
Ornella Vanoni;Brazil
Griffith Malo, Soldado;Africano
Denzel Curry, T-Pain;Hip-Hop
Trus'me;Folamour
Mishell;Tech-House
Armand Van Helden, Duane Harden;Folamour
Graeme Park, Mike Pickering, Manchester Camerata, Tim Crooks, Dominic Lawson;Folamour
Till von Sein;Folamour
A-F-R-O, Marco Polo, Eamon;Hip-Hop
Vanilla Ice;BPM Supreme
DJ Jackum;Neo-Soul
Subjoi;Neo-Soul
G-Unit, Joe;RnB
Split Decision Band;Disco
Atlantic Ocean;Prechill
Client_03;Rave
Wendy Walker;Disco
Salt 'N' Pepa, En Vogue;RnB
WheelUP;Beats
Baha Men;Utility
Philip George;Mainstream Dance
Dr Packer;Folamour
Blaqlup, Tiyani;Africano
Set Mo;House
USHER, Lil Jon, Ludacris;RnB
Demon;Deeper
Vintage Culture, James Hype;Tech-House
Olive;90/00s
Broshi;
Homeboy Sandman, yeyts.;
Total Contrast;
Underground System;
Sven Wegner;
Ramona Brooks;
DJ Ibusal, Paperi T;
john claude, vano1337;
Didier Sinclair;
Sebastian Ingrosso;
Dances;
Love From San Francisco;
Disclosure, Anderson .Paak;
Tenderlonious;
Ann Lee;90/00s
Adam Snow, Freddie Gibbs, Tedy Andreas;Hip-Hop
College, Electric Youth;Ambient
Stadium Organist;Utility
Mita Gami;Progressive
Don Carlos;Folamour
Ed.;Beats
The Cube Guys;Deeper
The Who;Retro
DJ Gotta, ONY9RMX, 80s Super Hits;EDM
Kim Carnes;Retro
Remix Kingz, The Big 80s Guys;EDM
Manfred Mann's Earth Band;Retro
JUCE!;Prechill
Machinedrum;Deeper
Portland;Pop
Elton John, Kiki Dee;Retro
Beenie Man, Ms. Thing;RnB
Solitair;Hip-Hop
Bl00dwave;Prechill
Tristan Palmer, Jah Thomas, Ranking Toyan;Reggae
"Jimmy Bo"" Horne""";Disco
De La Soul, Ghostface Killah;Hip-Hop
QT;Beats
Wilson Phillips;Retro
Instant Funk;Folamour
Disciples;Folamour
JP Sunshine;Prechill
Karameel;Eesti-S
The Ark;90/00s
Jay-Z ft Pharrell;BPM Supreme
PROFESSOR, OSKIDO;Africano
Colm K;Deeper
Fedde Le Grand, Ida Corr;Mainstream Dance
Rascal Flatts;Retro
MFSB, The Three Degrees;Funk
LOVRA;House
Kendrick Lamar, Zacari;Hip-Hop
Maffalda, Carlos do Complexo;Beats
NVOY;Mainstream Dance
Floyd Lavine;House
Moomin;Prechill
LongHair;Prechill
Y traxx;Deeper
Lumidee, Busta Rhymes, Fabolous;RnB
Sara Miller;Folamour
Inventions;Ambient
Mestiza;Reggaeton
Julio Navas, Gustavo Bravetti, David Amo;House
Andhim, Super Flu;Prechill
Luuk Van Dijk;Deeper
Andras;Ambient
Maxine Nightingale;Disco
Andi;Rave
Steve Angello, Laidback Luke, Robin S;EDM
Goom Gum;Progressive
SHANKS, Bigfoot;Neo-Soul
Wild Disease, INES;Eesti-S
Baltimora;Prechill
Van McCoy, The Soul City Symphony;Disco
The Tokens;Utility
Sybil;Soulful House
Suite Simone;Deeper
Corey James, Hiisak, Steve Angello, Roland Clark;Rave
Kwaku Asante;Neo-Soul
Badger, Natasha Bedingfield;Mainstream Dance
Mario Biondi, The High Five Quintet;Prechill
Mario Biondi;Soulful House
The Bamboos;Funk
Purity Ring;Beats
Natasha Bedingfield;90/00s
Cavego;Deeper
Softmal, Nytron, Scott Slyter;Nu-Disco
Mariachi La Estrella, Elio Armas;Utility
Stro;Hip-Hop
David Harness;House
Mr. Big;90/00s
Candi Staton, The Source;Retro
The Collective;Pop
Various Artists;Prechill
Arian;Disco
Teddybears;Prechill
A. G. Cook;
Plustwo;
5MIINUST, Puuluup;Eesti-S
Cypress Hill, Chino Moreno, Everlast;Hip-Hop
Tribal Brothers, DJ Polo;Beats
Ana Tijoux;Hip-Hop
Sega Bodega;Beats
Ugly Duckling;Hip-Hop
Varnish La Piscine;Africano
Diana Ross & The Supremes, The Temptations;Disco
Maxtract, Lord, Stupid F;Eesti-S
Púr Múdd;Eesti-S
Dukwa featuring 'EM;Deeper
2Pac, Big Syke;Hip-Hop
DJ Khaled;Hip-Hop
Kraak & Smaak, Cleopold;Nu-Disco
Juls, Sango;Africano
Scan Man;Folamour
Refugee Camp All Stars, Pras, Ky-Mani;Prechill
Digital Afrika;Afro House
Breakbot, Irfane;Electronic
Soul II Soul, Caron Wheeler;90/00s
Oliver Nelson;Prechill
Murray Head;Retro
Wilczynski, Funky Notes;Beats
Larse;Deeper
Green Velvet;House
Rae & Christian;Hip-Hop
MR Given Raw;Folamour
Earth, Wind & Fire, The Emotions;Disco
Charly Kingson;Funk
DJ Rodriguez;Brazil
Gramophonedzie;Folamour
George Duke;Funk
Flamingosis, The Kount;Prechill
Notize;Prechill
Shade Sheist;Hip-Hop
Katy Perry, Snoop Dogg;Pop
Laurent Wolf;House
Dimitri From Paris, Aeroplane, Leela D;Soulful House
Take Three;Prechill
T.S. Monk;Disco
Altin Gün;Folamour
Dj Vielo;Africano
shdws;Tech-House
Secret Sounds;Folamour
Al Kent;Prechill
A-Trak, Ferreck Dawn;House
Kendra Morris;Neo-Soul
TCTS, Aniff Akinola;Neo-Soul
Crazy Frog;BPM Supreme
NATTI NATASHA, Ozuna;Reggaeton
Helsinki 78-82;Electronic
Angelos, Da Mike, Cristian Vinci;Afro House
Donsurf;Deeper
KVSH, Lowderz;EDM
All Trouveé;Prechill
Alok, Ella Eyre, Kenny Dope, Never Dull;Mainstream Dance
Alok, Never Dull, Kenny Dope, Ella Eyre, Crystal Waters;Mainstream Dance
Tokischa, Anuel AA, Ñengo Flow;Reggaeton
Third Son, KILIMANJARO;Deeper
Mijangos, Roger Garcia;Afro House
Alex Gaudino, Crystal Waters;Mainstream Dance
Elmi Original;Beats
Darondo;Prechill
Purple Disco Machine, Lorenz Rhode, Jake Shears;Nu-Disco
Les Loups;Folamour
Luigi Rocca, Manuel De La Mare;Tech-House
Taggy Matcher;Prechill
Loefah;Beats
Yuksek, Processman, Henriq Ch;Brazil
Kobe JT, GHS;Neo-Soul
PROBLEM, Freddie Gibbs, Snoop Dogg;Hip-Hop
Ms. Lauryn Hill;RnB
Our Anthem;Nu-Disco
X-Sample;Folamour
Laura Põldvere;Eesti-S
Manybeat;Afro House
Till von Sein, KE;Prechill
Urbanphoenix;EDM
Dudley Perkins, Declaime;Hip-Hop
Childish Gambino;Prechill
Elisabeth Troy, B.Traits;Folamour
Claptone, Man Parrish;House
The Ones;Electronic
Gala;Mainstream Dance
Gala, Diplo;Mainstream Dance
Nat Tate;Prechill
Gala, Molella, Phil Jay;Mainstream Dance
TiMO ODV, Aidin Caye;Afro House
Freddie Gibbs;Hip-Hop
Armand Van Helden, common;Folamour
Brick;Funk
G-Dragon & Anderson .Paak;BPM Supreme
Tony Allen;Beats
Lee Cabrera, Kevin McKay, Bleech;Nu-Disco
A.M.P;Nu-Disco
Sam Redmore;Prechill
DJ Fresh;Electronic
DJ Fresh, Shy FX;Electronic
Viola Wills;Disco
Tripolism;Electronic
Crowd Control;Neo-Soul
Nicholas Ryan Gant, Karizma;House
Tom Misch;Prechill
Mija;Neo-Soul
Animanz, Juanita Euka;Prechill
U-L-A;House
Nas, Diddy;Hip-Hop
John Cafferty;Utility
Planeet;Eesti-S
Freddie Gibbs, Madlib, Danny Brown;Hip-Hop
Chris Brown, Future, Young Thug;Hip-Hop
Thomas Rusiak, Teddybears;Hip-Hop
4 Hero;Soulful House
Hannah Wants, Ara, HUGEL;Afro House
Lenzman, Redeyes;Drum&Bass
Mr. Belt & Wezol;Mainstream Dance
Cale, Mike Archangelo, WISEKIDS;Mainstream Dance
Red Axes, Music Acadamy Students;Folamour
K.I.D.;Folamour
Glaskin;Deeper
Lee Mc Donald;Prechill
Say She She;Disco
Jackson Sisters;Disco
Freda Payne;Disco
Slimkid3, DJ Nu-Mark, Darondo;Prechill
Yasmyn;Eesti-S
MontAnA;Folamour
Chez Damier;Soulful House
Armenta;Disco
Timeless Legend;Disco
Andy Kidd, Kid Creole & The Cococnuts;Prechill
Benny Golson;Disco
Stephan M;Nu-Disco
Tyler, The Creator;Hip-Hop
Cruisic;Prechill
DJ Kemit & Luke Austin present The Lounge Lizards;Prechill
Aytiwan, idd aziz;Afro House
Fatman Scoop, DJ Kool;90/00s
Roni Size, Utah Jazz;Drum&Bass
Roni Size;Drum&Bass
Jon Cutler, E-man;Soulful House
Naughty By Nature, Zhané;RnB
Martin Solveig;Mainstream Dance
SIP€LGA, Yohan, Genka, jaak;Eesti-S
Candido;Folamour
The Chakachas;Funk
Mop Mop;Prechill
Korstoraatio;Hip-Hop
Cityflash;Eesti-S
David Walters;Prechill
Larsé;Folamour
Diva;Brazil
Furacão 2000, Dentinho;Reggaeton
Kaoma;Utility
Lazare, Addam;BPM Supreme
Peter Tosh;Reggae
Leven Kali;Neo-Soul
Flowmasters;Folamour
Blunted Funk Project;Disco
Gayle Adams;Disco
Al Green;Funk
Heiko Laux;Deeper
Cris Cab;Pop
Nohelani Cypriano;Funk
Pavel Denisov;Mainstream Dance
INVDRS, Smooth Operator 3000;Beats
slickcontrol, Chiqo Casidi, micFreak;Africano
Sucker DJs;Folamour
LP Giobbi, Mascolo;House
Louis The Child & Foster The People;BPM Supreme
Ghostface Killah, Kandace Springs;Hip-Hop
Literatura;Neo-Soul
Braxe + Falcon, Alan Braxe, Dj Falcon;Beats
Michael Jackson, Justin Timberlake;RnB
Tensnake, Nile Rodgers, Fiora;Nu-Disco
Moiré;Neo-Soul
Yussef Kamaal;Prechill
Round;Deeper
James Brown, The J.B.'s;Funk
Black Eyed Peas, Ozuna, J. Rey Soul;Reggaeton
Abc Dialect;Folamour
Sleepy Brown, Pharrell Williams, Big Boi;RnB
TECH IT DEEP, GORDO;Tech-House
Bohannon;Disco
Jaca Beats;Neo-Soul
Collage, Apelsin;Eesti-S
Purple Disco Machine, Kool Keith;Nu-Disco
Migos vs Enur & Natasja vs DJ Grant;Mainstream Dance
Lack of Afro, Jack Tyson-Charles;Pop
Missy Elliot vs DJ Snake;BPM Supreme
The Poets Of Rhythm;Funk
De La Soul, YUMMY;Hip-Hop
Andruss, Umberto Pagliaroli, El Apache Ness;Afro House
Adeva, Paul Simpson, Carmen Marie;Folamour
Boys Noize;Electronic
James Massiah;Beats
Pete Le Freq;Folamour
Mambo Brothers;Progressive
The Knocks, Cam'ron;Hip-Hop
Munk;Folamour
Incognito;Soulful House
Maga Bo;Reggaeton
Tyla, Tems;RnB
Cerrone, Jamie Lewis;Soulful House
Clubheroes;Deeper
DJ Yk Mule;Africano
Swedish House Mafia;EDM
Ben Snow;Drum&Bass
BS RADIO, Running Hot;Deeper
Samaran;Prechill
Beyoncé, André 3000;RnB
Kyle Walker;Folamour
Jean Tonique;Brazil
Metronomy, Porij;Electronic
G Perico;Hip-Hop
Adri Block;Nu-Disco
Dubplate Disco;Folamour
Bas Roos, Guy Steve;Folamour
Fred again.., Anderson .Paak, Chika, Messie;House
Wayne Shorter;Brazil
2 LIVE CREW;Hip-Hop
Dj Dasten;Reggaeton
Tori Amos;House
Professor Rhythm;Prechill
Joe Smooth, Smokin Beats;Soulful House
G-Eazy, Chris Brown, Mark Morrison;RnB
DJ Hanzel, Dillon Francis;House
Teddybears, Iggy Pop;Prechill
Octavian, Future;Hip-Hop
Skrillex, Missy Elliott, Mr. Oizo;House
Republica;90/00s
Travis Emmons;Prechill
Dan Hartman;Disco
Detromental;Deeper
Luz1e;Neo-Soul
Human Movement, Eliot Porter;Progressive
Gizelle Smith, Eric Boss;Folamour
fenkii;Eesti-S
DJ Patife;Drum&Bass
Red Hot Chili Peppers;90/00s
Fun Lovin' Criminals;90/00s
Kordhell;Rave
S.P.Y;Deeper
Shaggy ft Rik Rok vs Chaka Demus & Pliers;BPM Supreme
Home-Mad Djz, Mafia Natives;Africano
DJ Khaled, Beyoncé, JAY Z;RnB
Jolyon Petch, Robin S;Nu-Disco
Detlef, Jhojho;Tech-House
Adri Block, Paul Parsons;Folamour
Julio Bashmore, J'Danna;House
Bruno Mars, Anderson .Paak, Silk Sonic;Pop
Twista, Kanye West, Jamie Foxx;RnB
Tom VR;Deeper
Dan McKie;Deeper
James Cole, Kevin McKay, Darcey, Simon Ellis;Mainstream Dance
Gotye, Kimbra;Pop
Zac;Mainstream Dance
Ucha;Progressive
The Manhattan Transfer;Disco
Don Laka;Disco
AVNU (UK);Folamour
Children of Zeus, DRS;Drum&Bass
Leonid & Friends, Dimitri From Paris;Folamour
Chicago;Folamour
Charles Bradley, Menahan Street Band;Funk
Sueño Latino, Manuel Goettsching;Folamour
Cerrone, Purple Disco Machine;Nu-Disco
Fat Joe, DJ Khaled, Amorphous;RnB
Sharon Woolf;Neo-Soul
Sylvia;Funk
Mr. Beatnick;Deeper
20XII;Neo-Soul
Champion, Four Tet, Skrillex, Naisha;Progressive
Pleasurekraft;Progressive
Luca Maier, Marco Leckbert;Rave
Busy Signal;Reggae
Madeline Bell;Prechill
Madeline Bell, Alan Parker;Funk
Kenny Dope, The Bucketheads;Nu-Disco
Wally Lopez;Progressive
David McCallum;Funk
Soul Supreme;Beats
DJ Aligator Project;Trance
Saffron Stone;House
Popsicles;Folamour
groovy D, Megan Wroe;House
2Pac, Jewell, storm, Outlawz;Hip-Hop
CN Williams;Folamour
Deekapz;Beats
LADYMONIX;Deeper
Andruss;Afro House
Tokischa, Haraca Kiko, Austin Millz, El Cherry Scom, Leo RD;Neo-Soul
Tokischa, El Cherry Scom, Haraca Kiko;Reggaeton
Buscabulla;Prechill
Mark Ronson, Bruno Mars;Pop
Gagle;Prechill
KOIT TOOME, Laura;Eesti-S
Arşivplak;Brazil
Ouu;Eesti-S
Purple Disco Machine, Bosq, Kaleta;Folamour
Mark System;Drum&Bass
Eddie B & Harry Fraud;Hip-Hop
Haddaway;90/00s
WISEKIDS, Ida Corr;Mainstream Dance
Alok, James Hurr, Supafly;Afro House
Willy Joy;Beats
Spike;Ambient
Gianni Matteucci;Folamour
Dele Sosimi;Prechill
Andras Fox;Prechill
Nic Fanciulli;House
Saliva Commandos;
SHiVA, Leon Ware;
Joy Orbison, Overmono, ABRA;
Steve Bug, Huxley;
TiNO;
Opus III, Kirsty Hawkshaw, Shadow Child, Adam F;
GREG (BR);
Soundhack;
CN;
Niconé, Get Physical Radio;
Niconé;
Maris Pihlap;
RareTwo Inc.;
